index,date,year,manner_of_death,armed,age,gender,race,city,state,state_ID,signs_of_mental_illness,threat_level,flee,flee_encoded,body_camera,longitude,latitude
959,2015-12-18,2015,0,1,58,1,2,Taos,NM,32,True,attack,Not fleeing,0,False,-105.573,36.407
960,2015-12-19,2015,0,1,24,1,1,Concord,VA,45,False,attack,Not fleeing,0,False,-79.019,37.392
961,2015-12-19,2015,0,1,26,1,2,Los Angeles,CA,4,True,attack,Not fleeing,0,False,-118.307,33.843
962,2015-12-20,2015,0,1,30,1,1,Palmdale,CA,4,False,attack,Not fleeing,0,False,-118.045,34.572
963,2015-12-20,2015,0,1,31,1,2,Amarillo,TX,43,True,attack,Not fleeing,0,False,-101.855,35.207
964,2015-12-21,2015,0,1,34,1,2,Hemet,CA,4,False,attack,Not fleeing,0,False,-116.971,33.724
965,2015-12-21,2015,0,1,48,1,1,Douglasville,GA,10,False,attack,Not fleeing,0,False,-84.707,33.755
966,2015-12-21,2015,0,0,37,1,1,Breaux Bridge,LA,18,True,other,Not fleeing,0,False,-91.864,30.239
967,2015-12-21,2015,0,1,21,1,5,Canaan Township,PA,38,True,attack,Not fleeing,0,False,-75.381,41.569
968,2015-12-21,2015,0,1,39,1,5,Deltona,FL,9,False,attack,Not fleeing,0,False,-81.19,28.887
969,2015-12-21,2015,0,1,25,1,1,Aurora,CO,5,False,attack,Not fleeing,0,False,-104.885,39.733
970,2015-12-21,2015,0,1,30,1,5,Smartsville,CA,4,False,attack,Not fleeing,0,False,-121.29,39.189
972,2015-12-22,2015,0,1,56,1,5,Burlington,VT,46,False,attack,Not fleeing,0,True,-73.214,44.483
973,2015-12-22,2015,0,1,29,1,5,Brooksville,FL,9,False,undetermined,Car,1,False,-82.384,28.466
974,2015-12-22,2015,0,1,19,1,2,Albuquerque,NM,32,False,undetermined,Foot,1,True,-106.566,35.076
975,2015-12-23,2015,0,0,35,1,1,Dearborn,MI,22,True,other,Not fleeing,0,False,-83.194,42.351
976,2015-12-24,2015,0,0,36,1,5,Winnsboro,LA,18,False,other,Car,1,False,-91.722,32.166
978,2015-12-24,2015,0,1,24,1,1,Lansing,MI,22,False,attack,Not fleeing,0,False,-84.578,42.673
979,2015-12-24,2015,0,1,23,1,2,Porterville,CA,4,False,other,Not fleeing,0,False,-119.006,36.069
980,2015-12-25,2015,0,1,31,1,5,Palo Alto,CA,4,True,attack,Not fleeing,0,False,-122.156,37.448
981,2015-12-26,2015,0,1,41,1,5,Phoenix,AZ,3,True,other,Not fleeing,0,False,-112.062,33.68
982,2015-12-26,2015,0,0,55,0,1,Chicago,IL,14,False,other,Not fleeing,0,False,-87.744,41.893
983,2015-12-26,2015,0,1,19,1,1,Chicago,IL,14,True,undetermined,Not fleeing,0,False,-87.744,41.893
984,2015-12-26,2015,0,1,38,1,2,Homedale,ID,13,False,attack,Not fleeing,0,True,-116.94,43.62
985,2015-12-27,2015,0,1,36,1,5,Lucedale,MS,25,False,undetermined,Car,1,False,-88.643,30.889
986,2015-12-27,2015,0,1,34,1,5,Tempe,AZ,3,True,other,Not fleeing,0,True,-111.922,33.381
987,2015-12-27,2015,0,1,52,1,5,Franklin,LA,18,False,undetermined,Not fleeing,0,False,-91.613,29.849
988,2015-12-28,2015,0,1,28,1,5,Suffolk,VA,45,False,attack,Not fleeing,0,True,-76.596,36.727
990,2015-12-29,2015,0,1,37,1,0,Rosemead,CA,4,False,undetermined,Not fleeing,0,False,-118.056,34.073
991,2015-12-30,2015,0,1,55,1,2,Fresno,CA,4,False,attack,Not fleeing,0,True,-119.812,36.75
993,2015-12-31,2015,0,0,23,1,1,Las Vegas,NV,33,False,other,Not fleeing,0,True,-115.272,36.133
994,2016-01-01,2016,0,1,30,1,5,San Diego,CA,4,False,other,Not fleeing,0,True,-117.16,32.755
995,2016-01-02,2016,0,1,54,1,5,Maryneal,TX,43,False,attack,Car,1,False,-100.45,32.235
996,2016-01-02,2016,0,1,37,1,5,Sioux Falls,SD,41,False,attack,Not fleeing,0,False,-96.711,43.547
997,2016-01-02,2016,1,1,37,1,5,Livingston,MT,26,False,other,Not fleeing,0,False,-110.573,45.656
998,2016-01-03,2016,0,1,30,1,1,Charlotte,NC,27,False,attack,Not fleeing,0,False,-80.885,35.218
999,2016-01-04,2016,0,1,27,1,1,Ragley,LA,18,False,undetermined,Not fleeing,0,False,-93.21,30.494
1000,2016-01-04,2016,0,1,22,1,1,Oklahoma City,OK,36,False,attack,Foot,1,True,-97.52,35.512
1001,2016-01-05,2016,0,0,29,1,5,Olympia,WA,47,False,attack,Foot,1,False,-122.332,47.606
1002,2016-01-05,2016,0,1,39,1,5,Johnson City,TN,42,False,other,Foot,1,False,-82.337,36.32
1003,2016-01-05,2016,0,1,33,1,1,Charlotte,NC,27,False,attack,Not fleeing,0,False,-80.913,35.242
1004,2016-01-05,2016,0,1,52,1,5,Redding,CA,4,True,other,Not fleeing,0,False,-122.368,40.613
1005,2016-01-05,2016,0,1,28,1,2,Ceres,CA,4,False,other,Foot,1,False,-120.947,37.584
1006,2016-01-05,2016,1,1,54,1,5,Upper Darby,PA,38,True,other,Not fleeing,0,False,-75.31,39.929
1007,2016-01-06,2016,0,1,38,1,5,Zion,IL,14,True,other,Foot,1,False,-87.834,42.456
1008,2016-01-06,2016,0,1,32,1,2,Carrizozo,NM,32,True,attack,Not fleeing,0,False,-105.918,33.683
1009,2016-01-06,2016,0,1,34,1,5,Daviess County,KY,17,False,attack,Not fleeing,0,False,-87.18,37.787
1010,2016-01-08,2016,0,1,26,1,5,Geneva,WI,48,False,other,Not fleeing,0,False,-88.489,42.609
1011,2016-01-08,2016,0,1,50,1,5,Acworth,GA,10,True,attack,Not fleeing,0,False,-84.677,34.133
1012,2016-01-10,2016,0,1,37,1,5,Kelso,WA,47,True,other,Not fleeing,0,False,-122.669,46.16
1013,2016-01-10,2016,0,1,45,0,5,Rising Sun,MD,20,True,attack,Not fleeing,0,False,-75.959,39.718
1014,2016-01-11,2016,0,0,56,1,5,San Fernando,CA,4,False,attack,Car,1,False,-118.449,34.29
1015,2016-01-11,2016,0,1,45,1,5,Cincinnati,OH,35,True,attack,Foot,1,False,-84.585,39.118
1016,2016-01-11,2016,0,1,32,1,5,Denver,CO,5,False,other,Not fleeing,0,False,-105.016,39.755
1017,2016-01-11,2016,0,0,12,0,5,Penn Township,PA,38,False,other,Not fleeing,0,False,-77.034,40.398
1018,2016-01-12,2016,0,1,49,1,3,Spenard,AK,0,True,other,Not fleeing,0,False,-149.898,61.192
1019,2016-01-12,2016,0,1,58,1,5,Norfolk,VA,45,True,attack,Not fleeing,0,False,-76.188,36.856
1020,2016-01-13,2016,0,1,29,1,5,Sevierville,TN,42,False,other,Foot,1,True,-83.558,35.837
1021,2016-01-13,2016,0,1,60,1,5,Cle Elum,WA,47,True,attack,Not fleeing,0,False,-120.954,47.197
1022,2016-01-14,2016,0,1,40,1,5,Hurst,IL,14,True,attack,Not fleeing,0,False,-89.143,37.831
1023,2016-01-14,2016,0,1,39,1,2,Santa Clarita,CA,4,False,other,Not fleeing,0,False,-118.46,34.42
1024,2016-01-15,2016,0,1,26,1,5,Elkins,WV,49,False,attack,Not fleeing,0,False,-79.855,38.914
1025,2016-01-15,2016,0,1,24,1,1,Southfield,MI,22,False,attack,Not fleeing,0,False,-83.277,42.484
1026,2016-01-16,2016,0,1,34,1,2,Hollywood Hills,CA,4,False,other,Foot,1,False,-118.358,34.104
1027,2016-01-16,2016,0,1,27,1,5,San Antonio,TX,43,False,attack,Foot,1,False,-98.601,29.415
1028,2016-01-16,2016,0,1,44,1,5,Beaverton,OR,37,False,other,Not fleeing,0,False,-122.826,45.446
1029,2016-01-16,2016,0,0,25,0,5,El Cajon,CA,4,False,other,Car,1,False,-116.963,32.795
1030,2016-01-16,2016,0,0,55,1,5,Petroleum,WV,49,False,other,Car,1,False,-81.268,39.191
1031,2016-01-16,2016,0,1,19,1,1,Belle Glade,FL,9,False,attack,Foot,1,False,-80.677,26.683
1032,2016-01-17,2016,0,1,52,1,1,St. Louis,MO,24,False,attack,Not fleeing,0,False,-90.244,38.593
1033,2016-01-17,2016,0,1,31,1,5,Salt Lake City,UT,44,False,attack,Foot,1,True,-111.813,40.675
1034,2016-01-17,2016,0,0,26,1,5,Mesa,AZ,3,False,other,Not fleeing,0,True,-111.685,33.415
1035,2016-01-17,2016,1,1,24,1,2,North Hills,CA,4,False,other,Not fleeing,0,False,-118.46,34.23
1036,2016-01-17,2016,1,1,38,1,5,Rainbow City,AL,1,False,other,Not fleeing,0,False,-86.036,33.95
1037,2016-01-18,2016,0,1,33,1,5,Tucson,AZ,3,True,attack,Not fleeing,0,False,-110.926,32.222
1038,2016-01-18,2016,0,1,28,1,5,Orlando,FL,9,False,other,Not fleeing,0,False,-81.3,28.469
1039,2016-01-18,2016,0,1,27,1,5,Medford,OR,37,False,other,Foot,1,False,-122.859,42.361
1040,2016-01-18,2016,0,1,39,1,5,Phoenix,AZ,3,True,attack,Not fleeing,0,False,-112.098,33.582
1041,2016-01-18,2016,0,1,29,1,5,Union City,CA,4,True,other,Not fleeing,0,True,-122.079,37.592
1042,2016-01-19,2016,0,1,36,1,5,Dallas,TX,43,False,attack,Car,1,False,-96.69,32.698
1043,2016-01-19,2016,0,1,55,1,5,Statesville,NC,27,True,other,Not fleeing,0,False,-81.164,33.836
1044,2016-01-19,2016,0,1,28,1,5,Valdosta,GA,10,False,attack,Not fleeing,0,False,-83.183,31.025
1045,2016-01-20,2016,0,1,40,1,1,Port Barre,LA,18,False,attack,Not fleeing,0,False,-91.948,30.544
1046,2016-01-20,2016,0,1,33,1,5,Meridianville,AL,1,False,other,Foot,1,True,-86.571,34.87
1047,2016-01-20,2016,0,1,37,1,5,Kerrville,TX,43,False,other,Other,1,False,-99.14,30.047
1048,2016-01-21,2016,0,1,39,1,1,Eufaula,OK,36,True,attack,Car,1,False,-95.582,35.287
1049,2016-01-23,2016,0,1,43,1,5,Clanton,AL,1,False,other,Not fleeing,0,True,-86.652,32.852
1050,2016-01-25,2016,1,1,38,1,2,Reno,NV,33,True,other,Not fleeing,0,False,-119.804,39.477
1051,2016-01-26,2016,0,1,55,1,5,Burns,OR,37,False,other,Not fleeing,0,False,-119.054,43.586
1052,2016-01-27,2016,0,1,52,1,5,Mountain Pine,AR,2,False,attack,Not fleeing,0,False,-93.169,34.659
1053,2016-01-27,2016,0,1,32,1,1,Memphis,TN,42,False,attack,Other,1,True,-90.033,35.108
1054,2016-01-27,2016,0,1,31,1,2,Santa Fe,NM,32,False,attack,Not fleeing,0,False,-105.992,35.654
1055,2016-01-27,2016,0,1,27,1,5,Latta,SC,40,False,other,Not fleeing,0,False,-79.574,34.354
1056,2016-01-27,2016,0,1,40,1,0,Lenoir City,TN,42,True,other,Not fleeing,0,False,-84.231,35.816
1057,2016-01-27,2016,0,1,31,0,1,Dearborn,MI,22,True,other,Car,1,False,-83.208,42.322
1058,2016-01-27,2016,0,1,30,1,5,Mansfield,TX,43,False,attack,Car,1,False,-97.096,32.572
1059,2016-01-27,2016,0,1,26,1,2,Cobb County,GA,10,False,attack,Car,1,False,-84.484,33.923
1060,2016-01-28,2016,0,1,32,0,3,Tacoma,WA,47,False,other,Not fleeing,0,False,-122.454,47.234
1061,2016-01-28,2016,0,1,33,1,5,Omaha,NE,29,True,attack,Foot,1,False,-96.017,41.227
1062,2016-01-28,2016,0,1,19,1,1,Clackamas County,OR,37,True,other,Not fleeing,0,False,-122.625,45.409
1063,2016-01-29,2016,0,1,33,1,1,Lynn,MA,19,False,attack,Other,1,False,-70.949,42.465
1064,2016-01-29,2016,0,1,29,1,1,Irving,TX,43,False,other,Not fleeing,0,False,-97.006,32.835
1065,2016-01-29,2016,0,1,41,0,5,Phenix City,AL,1,False,attack,Car,1,False,-85.067,32.486
1066,2016-01-30,2016,0,1,29,1,1,Chicago,IL,14,False,attack,Not fleeing,0,False,-87.666,41.761
1067,2016-01-30,2016,0,1,38,1,2,Fort Collins,CO,5,False,other,Not fleeing,0,False,-105.032,40.592
1068,2016-01-30,2016,0,1,64,1,2,Rossville,GA,10,True,attack,Not fleeing,0,False,-85.269,34.985
1069,2016-01-30,2016,0,1,42,1,5,Sugar Creek,MO,24,False,attack,Car,1,False,-94.425,39.121
1070,2016-01-31,2016,0,1,46,1,2,Immokalee,FL,9,False,other,Not fleeing,0,False,-81.419,26.418
1072,2016-01-31,2016,0,1,42,1,5,Bakersfield,CA,4,False,attack,Car,1,False,-118.914,35.296
1073,2016-01-31,2016,1,1,37,1,1,Wilkinsburg,PA,38,True,attack,Not fleeing,0,False,-79.882,40.442
1074,2016-01-31,2016,1,0,25,1,5,Saginaw,TX,43,False,attack,Not fleeing,0,False,-97.391,32.873
1075,2016-02-01,2016,0,1,36,1,1,Washington,DC,7,False,attack,Foot,1,False,-76.925,38.894
1076,2016-02-01,2016,0,1,21,1,2,Albuquerque,NM,32,True,attack,Car,1,True,-106.583,35.094
1077,2016-02-02,2016,1,1,30,1,5,Rancho Cordova,CA,4,True,other,Not fleeing,0,False,-121.291,38.596
1078,2016-02-03,2016,0,1,53,1,5,Schulter,OK,36,False,attack,Not fleeing,0,False,-95.953,35.532
1079,2016-02-03,2016,0,1,31,1,2,Ocala,FL,9,True,attack,Not fleeing,0,False,-82.053,29.168
1080,2016-02-03,2016,0,1,22,1,3,Rosebud,SD,41,False,attack,Not fleeing,0,True,-100.626,43.188
1081,2016-02-04,2016,0,1,24,1,5,Mesa,AZ,3,True,other,Not fleeing,0,True,-111.659,33.437
1082,2016-02-04,2016,0,0,36,1,1,San Antonio,TX,43,False,other,Not fleeing,0,False,-98.493,29.529
1083,2016-02-04,2016,0,1,47,1,5,Kansas City,MO,24,False,attack,Foot,1,False,-94.511,38.918
1084,2016-02-04,2016,0,1,54,1,5,Perry Township,OH,35,False,attack,Not fleeing,0,False,-81.179,41.729
1085,2016-02-04,2016,0,1,43,1,2,El Paso,TX,43,False,attack,Not fleeing,0,False,-106.49,31.757
1086,2016-02-05,2016,0,0,38,1,4,Hilo,HI,11,False,other,Car,1,False,-155.066,19.696
1087,2016-02-05,2016,0,1,30,1,5,Milton,FL,9,False,other,Car,1,False,-87.054,30.521
1088,2016-02-05,2016,0,1,51,1,5,Union Grove,NC,27,False,attack,Foot,1,False,-80.904,36.031
1089,2016-02-05,2016,0,1,55,1,5,Seaside,OR,37,False,attack,Not fleeing,0,True,-123.926,45.993
1090,2016-02-06,2016,0,1,16,1,2,Los Angeles,CA,4,False,attack,Car,1,True,-118.294,34.063
1091,2016-02-07,2016,0,1,23,1,1,Columbus,OH,35,False,other,Other,1,False,-83.056,39.945
1092,2016-02-07,2016,0,1,36,1,5,Austin,AR,2,False,other,Not fleeing,0,False,-91.934,34.95
1094,2016-02-08,2016,0,1,33,1,1,Chester,PA,38,False,attack,Car,1,False,-75.402,39.836
1095,2016-02-08,2016,0,0,17,1,1,Austin,TX,43,False,other,Not fleeing,0,False,-97.667,30.396
1096,2016-02-08,2016,0,0,22,1,1,New Orleans,LA,18,False,other,Car,1,False,-90.087,29.939
1097,2016-02-09,2016,0,0,22,1,2,Anaheim,CA,4,False,undetermined,Not fleeing,0,True,-117.934,33.843
1098,2016-02-09,2016,0,1,29,1,4,Hilo,HI,11,False,attack,Not fleeing,0,False,-155.066,19.696
1099,2016-02-10,2016,0,1,41,1,5,Louisville,KY,17,False,attack,Not fleeing,0,False,-85.859,38.193
1100,2016-02-10,2016,0,1,67,1,5,Abingdon,MD,20,False,attack,Not fleeing,0,False,-76.309,39.469
1101,2016-02-10,2016,0,1,36,1,3,Barrow,AK,0,False,attack,Not fleeing,0,False,-156.738,71.301
1102,2016-02-10,2016,0,1,52,1,5,Roseville,MN,23,True,attack,Not fleeing,0,True,-93.156,45.006
1103,2016-02-10,2016,0,1,56,1,4,Henderson County,TX,43,True,attack,Not fleeing,0,False,-96.182,32.282
1104,2016-02-11,2016,0,1,35,1,5,Maiden,NC,27,True,other,Not fleeing,0,False,-81.193,35.561
1105,2016-02-11,2016,0,1,45,1,5,Lancaster,CA,4,False,other,Not fleeing,0,False,-118.08,34.682
1106,2016-02-11,2016,0,1,30,1,1,Columbus,OH,35,False,attack,Car,1,False,-82.864,40.064
1107,2016-02-12,2016,0,1,29,1,1,Boston,MA,19,True,attack,Not fleeing,0,False,-71.078,42.308
1108,2016-02-12,2016,0,1,53,1,5,Fort Worth,TX,43,False,other,Not fleeing,0,False,-97.446,32.723
1109,2016-02-12,2016,0,1,32,0,1,Syracuse,NY,34,True,other,Not fleeing,0,False,-76.144,43.069
1110,2016-02-13,2016,0,1,22,1,1,Baton Rouge,LA,18,True,attack,Car,1,True,-91.133,30.468
1111,2016-02-13,2016,0,0,24,1,1,Beckville,TX,43,False,other,Other,1,False,-94.465,32.26
1112,2016-02-13,2016,0,0,19,1,1,Arvonia,VA,45,False,attack,Not fleeing,0,False,-78.396,37.673
1113,2016-02-13,2016,1,1,29,1,1,Urbandale,IA,12,False,attack,Not fleeing,0,True,-93.7,41.649
1114,2016-02-14,2016,0,1,50,1,5,Bradenton,FL,9,True,other,Not fleeing,0,False,-82.499,27.457
1115,2016-02-14,2016,0,1,29,1,2,Los Angeles,CA,4,False,other,Not fleeing,0,False,-118.163,34.022
1116,2016-02-14,2016,0,1,26,1,5,Van Nuys,CA,4,False,other,Not fleeing,0,False,-118.457,34.196
1117,2016-02-15,2016,0,1,39,1,5,Yorba Linda,CA,4,False,undetermined,Not fleeing,0,False,-117.741,33.872
1118,2016-02-15,2016,0,1,52,1,2,Jal,NM,32,False,attack,Not fleeing,0,False,-103.426,32.166
1119,2016-02-16,2016,0,1,51,1,5,Fairfield,CT,6,True,other,Not fleeing,0,False,-73.267,41.182
1120,2016-02-16,2016,0,0,48,1,5,Republic,MO,24,False,attack,Car,1,False,-93.469,37.118
1121,2016-02-16,2016,0,1,30,1,5,Mena,AR,2,False,other,Foot,1,False,-94.249,34.58
1122,2016-02-17,2016,0,1,37,1,1,Cincinnati,OH,35,False,other,Other,1,False,-84.605,39.155
1123,2016-02-18,2016,0,1,30,1,2,Santa Ana,CA,4,False,undetermined,Not fleeing,0,False,-117.854,33.748
1124,2016-02-18,2016,0,1,35,1,2,Santa Ana,CA,4,False,undetermined,Not fleeing,0,False,-117.85,33.748
1125,2016-02-18,2016,0,1,32,1,2,Reno,TX,43,False,attack,Not fleeing,0,False,-97.578,32.944
1126,2016-02-18,2016,1,1,25,1,5,Commerce,GA,10,False,other,Not fleeing,0,False,-83.45,34.199
1127,2016-02-19,2016,0,1,35,1,5,Ogden,UT,44,True,attack,Not fleeing,0,False,-111.964,40.267
1128,2016-02-19,2016,0,1,31,1,5,Elizabethton,TN,42,False,attack,Not fleeing,0,False,-82.211,36.349
1129,2016-02-20,2016,0,1,30,1,2,Anaheim,CA,4,False,attack,Car,1,True,-117.952,33.808
1130,2016-02-20,2016,0,1,23,1,2,Albuquerque,NM,32,False,attack,Foot,1,False,-106.72,35.08
1131,2016-02-20,2016,0,1,41,1,1,Lakewood,WA,47,False,attack,Car,1,False,-122.559,47.12
1132,2016-02-20,2016,0,1,45,1,5,Iuka,MS,25,True,attack,Not fleeing,0,False,-88.19,34.812
1133,2016-02-21,2016,0,1,46,1,1,Seattle,WA,47,False,other,Not fleeing,0,False,-122.306,47.691
1134,2016-02-21,2016,0,1,36,0,3,Phoenix,AZ,3,True,attack,Foot,1,False,-112.108,33.495
1135,2016-02-21,2016,0,1,31,0,1,Inglewood,CA,4,False,other,Not fleeing,0,False,-118.362,33.962
1136,2016-02-21,2016,0,1,32,1,1,Inglewood,CA,4,False,other,Not fleeing,0,False,-118.362,33.962
1137,2016-02-21,2016,0,1,38,0,3,Houston,AK,0,False,attack,Not fleeing,0,False,-149.778,61.585
1138,2016-02-22,2016,0,1,33,1,2,Denver,CO,5,False,attack,Other,1,False,-105.035,39.766
1139,2016-02-22,2016,0,1,45,1,5,Bakersfield,CA,4,False,attack,Not fleeing,0,False,-119.008,35.372
1140,2016-02-22,2016,0,0,38,1,5,Mission,TX,43,True,other,Car,1,False,-98.324,26.238
1141,2016-02-22,2016,0,1,22,1,5,Fairborn,OH,35,False,other,Not fleeing,0,False,-84.011,39.837
1142,2016-02-23,2016,0,0,48,1,1,Baton Rouge,LA,18,True,attack,Not fleeing,0,False,-91.175,30.436
1143,2016-02-23,2016,0,1,36,1,2,Ripon,CA,4,False,other,Other,1,False,-121.143,37.776
1144,2016-02-23,2016,0,1,26,1,5,Phoenix,AZ,3,True,attack,Not fleeing,0,False,-112.169,33.596
1145,2016-02-23,2016,1,1,39,1,2,Houston,TX,43,True,attack,Not fleeing,0,False,-95.316,29.713
1146,2016-02-24,2016,0,1,16,1,5,Blue Springs,MO,24,True,other,Not fleeing,0,False,-94.288,39.001
1147,2016-02-24,2016,0,1,58,1,5,Bailey,CO,5,True,attack,Not fleeing,0,False,-105.475,39.446
1148,2016-02-24,2016,0,0,27,1,2,Phoenix,AZ,3,False,other,Car,1,False,-112.221,33.466
1149,2016-02-24,2016,0,0,26,1,2,Cerritos,CA,4,False,attack,Not fleeing,0,False,-118.1,33.887
1150,2016-02-24,2016,0,0,21,1,1,East Troy,WI,48,False,other,Car,1,False,-88.385,42.796
1151,2016-02-25,2016,0,1,37,1,5,Evans,CO,5,False,attack,Foot,1,True,-104.696,40.373
1152,2016-02-25,2016,0,1,56,1,1,Montgomery,AL,1,False,undetermined,Not fleeing,0,True,-86.3,32.367
1153,2016-02-25,2016,0,1,19,1,5,Silver Springs,NV,33,False,attack,Not fleeing,0,True,-119.225,39.415
1154,2016-02-25,2016,0,1,38,1,1,Hesston,KS,16,True,attack,Not fleeing,0,False,-97.425,38.136
1155,2016-02-26,2016,0,1,18,1,1,Roanoke,VA,45,True,other,Not fleeing,0,False,-79.995,37.241
1156,2016-02-26,2016,0,0,35,1,5,Rapid Valley,SD,41,False,attack,Not fleeing,0,False,-103.156,44.067
1157,2016-02-27,2016,0,1,23,1,2,San Antonio,TX,43,False,attack,Car,1,True,-98.702,29.498
1158,2016-02-28,2016,0,1,41,1,5,Ashville,AL,1,False,attack,Not fleeing,0,False,-86.254,33.837
1159,2016-02-28,2016,0,1,44,1,5,Rapid City,SD,41,True,attack,Not fleeing,0,False,-103.231,44.081
1160,2016-02-29,2016,0,1,24,1,1,Raleigh,NC,27,False,attack,Foot,1,False,-78.633,35.766
1161,2016-03-01,2016,0,1,39,1,2,Palm Bay,FL,9,True,attack,Not fleeing,0,False,-80.641,28.028
1162,2016-03-01,2016,0,1,22,1,2,Euless,TX,43,True,attack,Not fleeing,0,False,-97.091,32.831
1163,2016-03-01,2016,0,1,37,1,5,Gautier,MS,25,False,attack,Not fleeing,0,False,-88.646,30.447
1164,2016-03-02,2016,0,0,36,1,5,Bel Air,MD,20,True,other,Not fleeing,0,False,-76.333,39.492
1165,2016-03-02,2016,1,1,41,1,5,Johnstown,PA,38,False,other,Not fleeing,0,False,-78.922,40.327
1166,2016-03-03,2016,0,1,27,1,2,Gilbert,AZ,3,False,other,Car,1,False,-111.777,33.33
1168,2016-03-04,2016,0,0,30,1,5,East Bernstadt,KY,17,False,undetermined,Not fleeing,0,False,-84.108,37.19
1169,2016-03-05,2016,0,1,34,1,5,Cheektowaga,NY,34,True,attack,Not fleeing,0,False,-78.715,42.936
1170,2016-03-05,2016,0,1,22,1,5,Beaumont,TX,43,True,other,Not fleeing,0,False,-94.143,30.059
1171,2016-03-06,2016,0,1,51,1,5,Azle,TX,43,True,attack,Not fleeing,0,False,-97.513,32.864
1172,2016-03-06,2016,0,0,42,1,5,Bismarck,ND,28,False,other,Foot,1,False,-100.743,46.809
1173,2016-03-06,2016,0,1,41,1,2,South Gate,CA,4,False,attack,Other,1,False,-118.176,33.941
1174,2016-03-07,2016,0,1,49,1,5,Rochester,NY,34,True,attack,Not fleeing,0,False,-77.623,43.238
1175,2016-03-07,2016,0,1,45,1,5,San Jose,CA,4,False,other,Not fleeing,0,False,-121.878,37.324
1176,2016-03-07,2016,0,1,45,1,5,Topeka,KS,16,False,undetermined,Not fleeing,0,False,-95.682,39.055
1177,2016-03-07,2016,0,1,42,1,5,Billings,MT,26,False,attack,Not fleeing,0,False,-108.501,45.783
1178,2016-03-07,2016,0,0,41,1,2,Carlsbad,NM,32,False,other,Car,1,False,-104.277,32.422
1179,2016-03-08,2016,0,1,27,1,5,Tampa,FL,9,True,attack,Not fleeing,0,False,-82.462,28.084
1180,2016-03-10,2016,0,1,37,1,5,Biloxi,MS,25,False,other,Not fleeing,0,False,-88.885,30.396
1181,2016-03-10,2016,0,1,22,1,1,Reno,NV,33,True,attack,Foot,1,False,-119.862,39.678
1182,2016-03-10,2016,0,1,21,1,2,Long Beach,CA,4,False,other,Foot,1,False,-118.203,33.878
1183,2016-03-10,2016,0,1,50,1,5,Odessa,TX,43,True,attack,Not fleeing,0,False,-102.374,31.888
1184,2016-03-10,2016,0,0,23,1,2,Colorado City,CO,5,False,attack,Car,1,False,-104.835,37.945
1185,2016-03-11,2016,0,1,25,1,1,Norfolk,VA,45,False,attack,Not fleeing,0,True,-76.244,36.93
1186,2016-03-11,2016,0,1,51,1,5,Rosalia,KS,16,True,attack,Not fleeing,0,True,-96.62,37.815
1187,2016-03-11,2016,0,1,46,1,5,Clinton,IL,14,True,other,Not fleeing,0,False,-88.956,40.145
1188,2016-03-11,2016,0,1,23,1,2,Newark,CA,4,False,attack,Foot,1,False,-122.028,37.54
1189,2016-03-12,2016,0,1,43,1,5,Greensboro,NC,27,True,attack,Not fleeing,0,True,-79.809,36.108
1190,2016-03-12,2016,1,0,37,1,1,Houston,TX,43,False,other,Foot,1,False,-95.337,29.794
1191,2016-03-12,2016,1,1,20,1,1,Houston,TX,43,False,attack,Not fleeing,0,False,-95.488,29.994
1192,2016-03-13,2016,0,0,45,1,5,Glendale,CA,4,True,attack,Car,1,False,-118.247,34.146
1193,2016-03-13,2016,0,0,16,1,2,Addison,TX,43,False,undetermined,Car,1,False,-96.856,32.94
1194,2016-03-13,2016,0,0,30,1,5,Lenoir City,TN,42,False,other,Car,1,True,-84.256,35.797
1195,2016-03-13,2016,0,1,26,1,5,Piedmont,AL,1,False,attack,Car,1,False,-85.611,33.925
1196,2016-03-13,2016,0,1,24,1,1,Chester,PA,38,False,attack,Not fleeing,0,False,-75.368,39.845
1197,2016-03-13,2016,0,1,38,0,5,Vancouver,WA,47,True,attack,Not fleeing,0,False,-122.574,45.682
1198,2016-03-13,2016,0,1,28,1,1,Landover,MD,20,False,other,Not fleeing,0,False,-76.875,38.918
1199,2016-03-14,2016,0,1,29,1,1,Chicago,IL,14,False,attack,Foot,1,False,-87.718,41.871
1200,2016-03-15,2016,0,1,34,1,5,Russellville,KY,17,False,other,Foot,1,False,-86.891,36.852
1201,2016-03-15,2016,0,1,38,1,5,Evansville,IN,15,False,other,Car,1,True,-87.51,37.993
1202,2016-03-15,2016,0,1,43,1,5,Fort Worth,TX,43,False,other,Other,1,True,-97.388,32.73
1203,2016-03-16,2016,0,0,23,1,2,Florence,CA,4,True,other,Not fleeing,0,False,-118.241,33.981
1204,2016-03-16,2016,0,1,33,1,2,San Antonio,TX,43,True,attack,Not fleeing,0,False,-98.484,29.363
1205,2016-03-16,2016,0,1,40,1,5,Anson County,NC,27,True,attack,Not fleeing,0,False,-80.188,34.905
1206,2016-03-17,2016,0,1,38,1,0,Burnsville,MN,23,True,other,Not fleeing,0,True,-93.318,44.776
1207,2016-03-17,2016,0,1,53,1,0,Tampa,FL,9,False,attack,Not fleeing,0,False,-82.499,27.889
1208,2016-03-17,2016,0,1,29,1,1,Houston,TX,43,False,attack,Not fleeing,0,False,-95.424,29.99
